date,calibration_mre,validation_mre,avg_risk_free_rate,implied_dividend_yield,kappa,lambda,sigma,rho,v0,n_calibrate,n_validate
2016-02-17,0.02627942422842455,0.023285389868135522,0.0034196817775267153,0.011651579291673734,3.285030662914915,0.11067988016190941,0.4372053636280462,-0.41180269258499413,0.06406378299619683,232,59
2016-02-18,0.025857988299375936,0.02439268190195941,0.0034158588478138494,0.011580317347278069,3.975325268817838,0.09962831695421055,0.2635810450282179,-0.5574730603752844,0.07518712072434874,233,59
2016-02-19,0.026120597184587,0.033234937938430124,0.0033470432608487402,0.012295912733578527,3.754361287298213,0.10408449635654488,0.3448503330143209,-0.45273854376746125,0.06284840318341207,228,58
2016-02-22,0.026710016314085774,0.022953142859270644,0.0035082548255363144,0.01089435378471432,3.086026155113819,0.09925725983766504,0.37266866958646927,-0.4155343581644414,0.0502822561832617,212,53
2016-02-23,0.0242251082485377,0.023731837505346312,0.003529524339079008,0.010490364734856336,2.7903274526736634,0.106520181481293,0.663933437617098,-0.3362826516034513,0.06435766023326504,216,55
2016-02-24,0.026120734671763915,0.026317535494238625,0.003510789497716895,0.012469534072990798,3.700310248771618,0.09938820391367627,0.429499734027985,-0.588186594704162,0.06132025092845941,220,56
2016-02-25,0.026334755257738766,0.0209765034636965,0.0033259244055527564,0.011059786232651166,4.120859317995834,0.09377407547800831,0.32894872098328504,-0.5931249594268795,0.05595807193652062,239,60
2016-02-26,0.032381864083550635,0.030851265994644564,0.0033445021539596884,0.012179911616834137,3.123637644821186,0.10543024742767945,0.2914100981720508,-0.81291252069887,0.055118466167649025,237,60
2016-02-29,0.026629071513268546,0.02502281058385101,0.003228728500333487,0.012819015200323124,3.8510331029500575,0.10596544044426234,0.5714855060332767,-0.5616425110707144,0.05850035719871722,213,54
2016-03-01,0.021726988352840527,0.02317841687228353,0.003730804206058268,0.01437513578436114,2.339300456452768,0.10444150703150468,0.32716282147872583,-0.6967484785756703,0.049251027394885426,227,57
2016-03-02,0.025975145684561315,0.029562774255913263,0.0036673004373948574,0.014320418363038975,2.420217868864509,0.10344131067900353,0.3934560468562681,-0.548854973913377,0.0485796545676449,228,57
2016-03-03,0.026162585539866813,0.024540428909344672,0.003297044531020904,0.01153075161752258,3.8038089150254084,0.08480449217072465,0.2889698570646974,-0.42515142386551025,0.051428837673839656,261,66
2016-03-04,0.029107816851619124,0.029705396474768126,0.0032921205479452056,0.012320828117570435,3.0941465253600633,0.08837031254954839,0.3040492097753735,-0.3383419805965892,0.047281600976580754,259,65
2016-03-07,0.02413706941040421,0.020586712945007444,0.0036294000750609874,0.012520216320314175,3.6640321816588317,0.0864677302514818,0.4305038909861712,-0.31286315401594555,0.057421617763120984,233,59
2016-03-08,0.0318671733385993,0.029943814341836253,0.00353652033496297,0.014266169992216853,1.9903150634836986,0.10218548025096415,0.3545000449209226,-0.43614932613732055,0.05602466723678032,226,57
2016-03-09,0.02056662987570448,0.023341953658313243,0.0035539904840832643,0.011787685434204189,3.518434584144191,0.08340577112673628,0.28093233848321286,-0.5234360347788344,0.056306320130744186,224,57
2016-03-10,0.04306844709322378,0.028404672397793422,0.003526460806458539,0.014134776420322017,4.241442763845953,0.07439637134194159,0.18036435686136706,-0.5963347357174044,0.07185133041798411,255,64
2016-03-11,0.03580247887474206,0.029451025052337404,0.003609660815153052,0.013549493569740754,4.197658618972236,0.07153181880118835,0.2065234774183613,-0.669553606308498,0.06835319441903501,259,65
2016-03-14,0.041673752169250476,0.03313523819227002,0.003800478038932949,0.014639866815653409,3.846593557525541,0.07535876485933667,0.32270278183618756,-0.5233284192919133,0.06757928331497445,228,57
2016-03-15,0.036224377591766305,0.030454053896720207,0.003812455913563573,0.01032213505182741,3.6877077131337184,0.06927551129707034,0.27478924651980247,-0.6899287747966917,0.07328584402558332,227,57
2016-03-16,0.029510219490965783,0.03680728129125361,0.003601352601804667,0.011745331744286342,3.3527449971198897,0.07849952694931317,0.5288829839921931,-0.435011724408944,0.061999078674080284,234,59
2016-03-17,0.03828437906885411,0.03541439056850119,0.00362750168996846,0.014204056418769739,2.968042655241592,0.0763540106702013,0.28034172599858787,-0.738245691609371,0.0678907227826532,232,59
2016-03-18,0.035556739161375125,0.04290696790683799,0.0034531587239891933,0.013618713424003018,3.7247897190624717,0.07281180147299157,0.4492404745439201,-0.5043290457719224,0.060265073588547144,231,58
2016-03-21,0.03511595746124257,0.03192631675705056,0.0034525839276000193,0.011524479915278133,3.6660828591525902,0.06303526053038287,0.25370843695541334,-0.7065348610937585,0.06135983511936728,221,56
2016-03-22,0.03872596687827729,0.02735448022408548,0.003593654211600117,0.01447273797832468,3.9485738980270386,0.07122012260184898,0.27551189862445025,-0.827009962490219,0.06193515891314654,225,57
2016-03-23,0.03996507102704747,0.03022348107956042,0.003508461766583199,0.014818205042795433,3.7593123988415846,0.07263403340912879,0.4123911449200767,-0.4946542143488328,0.05642298903327258,223,56
2016-03-24,0.04331436094599168,0.03568728109334526,0.003241218905923977,0.015521267505051495,4.909882546439871,0.06724622937024591,0.24612552465706355,-0.8667982854458969,0.06729668536616339,241,61
2016-03-28,0.04396050390972138,0.046284594211459154,0.0030481180092029403,0.0160485515735733,3.3222286050158085,0.07576473005298259,0.4237884306487353,-0.5540149067418316,0.06528840959914882,207,52
2016-03-29,0.05225561342138984,0.063092109455123,0.002761604613215149,0.014999875339110798,4.383611353987281,0.06702591623559398,0.33396266754718706,-0.6584780224502343,0.06877390757660315,217,55
2016-03-30,0.04863970988501175,0.05521838658630591,0.00237268507200562,0.012208832436354839,3.3410408343146276,0.06343540767258594,0.3279188541970525,-0.6635235319894105,0.0700952833294813,218,55
2016-03-31,0.051585880554031745,0.06324548463685914,0.002539414908379292,0.014684568996761153,3.6307570904438378,0.06028659406402973,0.34636375980818507,-0.5220110100745333,0.07642530318670061,246,62
2016-04-01,0.05493688679970819,0.05257192810705251,0.0027538959266987205,0.013252373945450327,4.650882948970381,0.05894415765834301,0.32031014173224714,-0.756549403986017,0.0748824352125412,241,61
2016-04-04,0.0592067354826966,0.052640557207413556,0.00265283646178133,0.013144785918724899,4.336909135763848,0.06381983288463089,0.5430733384914144,-0.5571227934498133,0.0821986112787877,215,54
2016-04-05,0.055640912295623166,0.06497232310284769,0.002669898537089687,0.013463988715086627,4.144219572840262,0.06617856441771895,0.6436029315631728,-0.4703184079507572,0.0892628763356156,212,53
2016-04-06,0.06331569558457262,0.05874887777886447,0.0026530043896725564,0.01357045131065898,4.596853929086103,0.06523278543871729,0.4267901184072738,-0.595594456078569,0.08796808879049882,215,54
2016-04-07,0.05287409338017724,0.07358983170428585,0.002619848401826484,0.015904840299116464,4.3044396659805155,0.07837497626805849,0.7673415296969331,-0.5367606143162175,0.10281998184876132,240,60
2016-04-08,0.055141822996384766,0.05443742801617768,0.002629870804212096,0.01692225870758806,4.097255148765842,0.07807100931739418,0.8190938793946336,-0.45138512948589543,0.0898246112974301,235,59
2016-04-11,0.05012351764492379,0.05271663340592117,0.0026821608656255,0.015333306132856012,3.7390494061339377,0.08754324268339901,0.9984797963168064,-0.4896562278347432,0.08746604183661727,205,52
2016-04-12,0.05153863921309438,0.050527432165374614,0.002798577307209518,0.015870342796593617,4.140982202122069,0.08473198768438127,0.9635255225974042,-0.48750055217776533,0.08277870330655925,200,51
2016-04-13,0.0497032080305943,0.04475705512814882,0.0028198885773679442,0.01556260775525148,3.0619046586678085,0.08955432421272048,1.0,-0.5099839269340357,0.08245635318516804,205,52
2016-04-14,0.054675290529717015,0.06391485078228923,0.002819297593483895,0.015488683492025547,3.631523180779939,0.08346534774113555,0.9445462517422952,-0.5036970906268653,0.07485989501555149,207,52
2016-04-15,0.0566876755036571,0.08366470001890296,0.002689409027621828,0.01590320018108162,2.162531610626603,0.10218338773906092,1.0,-0.56297160069133,0.08533466447173407,195,49
2016-04-19,0.053764631615514535,0.05520258674166427,0.0026452178589548452,0.018204082991247185,1.981516679192013,0.10566747315358184,1.0,-0.5800403271893777,0.09326921025477955,194,49
2016-04-20,0.048587038543132996,0.06115192935116257,0.002704806334893937,0.017341443709076174,0.7327204588415636,0.17022824343290563,1.0,-0.5713901424335975,0.07800606417616648,189,48
2016-04-21,0.057137996158281294,0.06363319649934888,0.002730434934131108,0.02108850875916167,2.6648962666176037,0.09811021066946629,1.0,-0.5734818078866686,0.08612117530481579,208,53
2016-04-22,0.05182231657594462,0.04674006392087739,0.0027508343940990513,0.02095928348138919,0.741543025168113,0.18662835020811996,1.0,-0.5551712376883264,0.07426669034294923,208,52
2016-04-25,0.04680387296410214,0.051626485221170644,0.0027427363198815257,0.021523115223626182,0.7717850046018975,0.18062339102237274,1.0,-0.5677592103717616,0.07812514664453143,177,45
2016-04-26,0.05888184350421945,0.07539531687178108,0.002944797310544175,0.02458798600124201,0.6206401518930005,0.1868624181270096,1.0,-0.5740283489279783,0.08677142302342522,174,44
2016-04-27,0.03618076240791221,0.029474627527878588,0.0031111013026304726,0.02824379865906322,1.8372224853642896,0.0924551624616063,0.15352136625566876,-0.5735285914481278,0.04778256617265117,130,33
2016-04-28,0.034053112359801546,0.027009969874604283,0.0025331032708973997,0.02928803206440682,1.1223430015577174,0.15090888659753862,0.4212685410130115,-0.5366370467148023,0.05620589337546565,235,59
2016-04-29,0.029945319614287907,0.034735101748368705,0.0024987122899057614,0.027685986766091825,2.283668592059587,0.0988445361234544,0.30491316864188533,-0.3599981010676671,0.05733764552768883,225,57
2016-05-02,0.030063598699418957,0.033631461574818916,0.002288499317841495,0.024056622527775517,1.6249838761897442,0.1049935217426931,0.2910356716765606,-0.21944036301257278,0.04922925996414754,197,50
2016-05-03,0.03363469944456237,0.03684557030489675,0.002671960117118059,0.022155657185000954,3.5523367173057157,0.09628159744321832,0.5568187448442429,-0.2982170113611377,0.04335403341976499,209,53
2016-05-04,0.028930373445327878,0.029353459955974517,0.002665933504338809,0.021826151401487304,2.246362317575298,0.10020008881355638,0.12806687527356772,-0.5910736154129891,0.04722405979019871,200,51
2016-05-05,0.02403617760210742,0.03091990433378921,0.002610987322962619,0.013072320906099054,3.0908818627121906,0.09371063705704685,0.40057929683939575,-0.3762526128945288,0.057586561899479694,236,59
2016-05-06,0.026461708624242443,0.0265972687831043,0.0026254896034607067,0.015297867693990535,2.8863237239714428,0.09461582515310017,0.23814966792886097,-0.5778499455759784,0.05705154588774285,228,57
2016-05-09,0.027380637091817882,0.029988717662581096,0.002799687800668752,0.010499469758659792,2.178770986087285,0.09537212186637578,0.3204545113972508,-0.3083877970265657,0.050892756377417366,203,51
2016-05-10,0.027052554547296135,0.029902499144441822,0.0030556770371974657,0.011147488247751636,2.9917758589612164,0.08725072987571468,0.19636465941845163,-0.49300996693518345,0.04901684364531361,202,51
2016-05-11,0.028665155574209206,0.030594216299132927,0.0031258954168780656,0.011928801223494656,2.643303584011809,0.0921956089303762,0.3248345107525295,-0.2853444112497248,0.04650181858702359,194,49
2016-05-12,0.023365491007338077,0.027422569849041983,0.0031375886918081097,0.013595509151782079,2.2512130763026237,0.09880666659413374,0.39252026596399703,-0.3496757997221673,0.053263915833270954,200,51
2016-05-13,0.021873479130504584,0.027160714587336265,0.003201811135996666,0.012021817561452732,3.358186930830337,0.09545452368212413,0.8165480112059227,-0.2867531930531994,0.05697063499275786,210,53
2016-05-16,0.027277051042918925,0.026640377891161568,0.0029927220043794874,0.01298215273168487,3.4688495265044375,0.08828864108072605,0.6442567830831936,-0.20344056099227228,0.04677304267830521,215,54
2016-05-17,0.031609136777761754,0.03852768027267803,0.0032929481519772554,0.012893029435439655,1.7154761703317987,0.09855434893198904,0.181808299919507,-0.5109758628108143,0.04688582940770937,212,53
2016-05-18,0.027541357065129383,0.02899948442921321,0.0034053419858014198,0.012367024889781609,3.4945669306810805,0.08014553951278094,0.18662118491290502,-0.37185675609383545,0.04662503529406918,219,55
2016-05-19,0.028188874289286223,0.02329455878976773,0.0034372064234775026,0.013516422553990904,3.7644160153804056,0.07918733620692107,0.26168358387627766,-0.3971373162437311,0.048151600345467394,213,54
2016-05-20,0.026827427276489322,0.027608053066025325,0.0035583033167745494,0.010294999961840903,3.483710990463428,0.07464931216610743,0.14776558755640443,-0.5392363527512826,0.04603729875052452,218,55
2016-05-23,0.027350983488276703,0.028385707480180062,0.003563497631175511,0.012430716758103352,3.8646377264436977,0.07590973084684907,0.2008638903843488,-0.3032119407392163,0.0433321246893999,221,56
2016-05-24,0.02619017784152311,0.028756994888637224,0.003724743055555556,0.012037071305567857,3.8340029111580347,0.0742093735652604,0.2608407355805775,-0.3999787204004033,0.04148258886048437,230,58
2016-05-25,0.02447664484226973,0.020552035276111536,0.003385410631633081,0.01373778073899919,2.920614186533492,0.0801012310812356,0.24859823491700508,-0.5914746026811291,0.04460978219833297,234,59
2016-05-26,0.025075624858258042,0.021733720137975625,0.002760861201264489,0.012124565606424172,3.0152758533659054,0.07766778941502502,0.27904047517152397,-0.3682721521546386,0.040789122948441676,260,65
2016-05-27,0.025794886380131516,0.022981664074725645,0.0032279688930485833,0.015385651175369339,2.558059725484095,0.07989599209042701,0.12629425383368603,-0.5667377425200224,0.04243681347838762,257,65
2016-05-31,0.025773043756752843,0.036618650552900964,0.0036259402348336593,0.01444314206392364,1.7949777199614159,0.10768582850650343,0.4924248040920817,-0.482365535191097,0.04119058104653567,224,56
2016-06-01,0.024296567899686105,0.030213728947499487,0.003952936180499596,0.011237982765657515,3.0560626709944887,0.07290396588794575,0.20277897497037023,-0.3663042625286797,0.04205546190692961,163,41
2016-06-02,0.057097189353842434,0.040249227595055496,0.003375132788739474,0.0145921159211876,3.6147499615111287,0.07254189095377195,0.6638101735919396,-0.09220837114506782,0.04789160386891983,174,44
2016-06-03,0.04481960329041816,0.045829008490931036,0.003170254554636703,0.01383159480278889,4.049489591108778,0.06724070221124973,0.1,-0.5831329988101084,0.05468682967343644,173,44
2016-06-06,0.039039715972271086,0.03460366655416568,0.0032116205411971124,0.01400442317061451,4.118571793230038,0.0681614945394625,0.16531336083614434,-0.571584418374349,0.05508008622254881,162,41
2016-06-07,0.04428427378607261,0.05632998743059151,0.003216330043888815,0.014055303855331599,2.8973257334826514,0.0710227846974335,0.10534615549388263,-0.8067538640128168,0.0539909226011986,164,42
2016-06-08,0.03902186294853756,0.03936088756238376,0.0031933471273768144,0.014589489684167331,3.9097505736426,0.06656287265177725,0.14011977717071833,-0.6271080484201614,0.05270325138938709,160,41
2016-06-09,0.04932716814319773,0.05720789075056093,0.003128256864269905,0.013638596010397682,3.0476464835602455,0.07026987335946071,0.13031505916908856,-0.6034162393168645,0.04933657786439156,183,46
2016-06-10,0.043396617536077,0.06448026894879462,0.0028967978082191773,0.015076563254783275,4.483743844436661,0.07116800844883976,0.2356692787323398,-0.6342485697552502,0.06394576477108249,184,46
2016-06-13,0.043508720191541554,0.05600902839465969,0.003013269145466406,0.015584353987972236,3.7949557182753355,0.07356856770669974,0.3038611261017653,-0.5277334501652227,0.06845759151464091,201,51
2016-06-14,0.04145656724325469,0.04320682929212586,0.00312443082731097,0.01302874205905373,3.6430888031322857,0.06950329522552114,0.18918261809039627,-0.664210312843325,0.07386940125484603,203,51
2016-06-15,0.04338846071778066,0.03658372867218251,0.0029341685488361727,0.015614885182647295,4.120414808044475,0.07049933907912699,0.2697163677895221,-0.5351038651964933,0.07298470800699296,196,50
2016-06-16,0.04345884254847159,0.03942370647557149,0.002984201529405292,0.015815705584432314,4.268446426210437,0.0726988970710527,0.3243249001371002,-0.6099242306034373,0.06745405027791279,199,50
2016-06-17,0.046296880525929146,0.0409840507389546,0.0029049647342465753,0.01628289124845943,3.9933136557810807,0.07377350772220442,0.4806086311869388,-0.3231065984359239,0.06822690607527046,200,50
2016-06-20,0.045405180669572755,0.04340888519133431,0.0031554111066901605,0.015994906040094053,3.6215711759140055,0.08171104698431322,0.45469013470562847,-0.6733371843044561,0.06372245630946265,192,49
2016-06-21,0.046827178564828834,0.046092903056801394,0.0033401288328767115,0.01632318758756696,3.4671753250670445,0.07845799959410006,0.4233191803725834,-0.6206129974933464,0.05697002614666937,200,50
2016-06-22,0.045490249075812304,0.032023440490489705,0.003313537958462218,0.01596238818502208,3.308869474520286,0.075048615993904,0.4336083793889879,-0.5758385874537508,0.06251066177616504,198,50
2016-06-23,0.046887732124792324,0.04598610344878907,0.0033989032083633747,0.01949646644601915,2.379388223522429,0.08254306781420065,0.2721966468479583,-0.823984928183999,0.05502426187075014,243,61
2016-06-24,0.04664753378613313,0.04197724881449928,0.0029618595964059514,0.015596713194397227,3.6649613922173514,0.07916312527666014,0.47007354417432773,-0.6821207307852355,0.07901030734645433,223,56
2016-06-27,0.04664631699196121,0.05189594872346225,0.002825449943858073,0.01826349428326218,3.7758772491724697,0.0806673111546868,0.5091002028852631,-0.6452603701933678,0.08204502094541012,195,49
2016-06-28,0.050482869260668826,0.06963836308754105,0.003021438531506849,0.017734535012486535,3.905670374803487,0.0771573273232885,0.5001869328977007,-0.4791446089052217,0.05496537928504773,200,50
2016-06-29,0.0558049900887456,0.04767579757485483,0.0025924272246791074,0.017490823657621068,4.071437714765345,0.07328067432983545,0.29852556849819656,-0.8021739924668251,0.05947996306699066,203,51
2016-06-30,0.04648177976993296,0.049369024432705785,0.0026199311421758846,0.020094365933280088,4.1677698766745275,0.07146410853454946,0.3106712208930158,-0.713216606018585,0.05233971307703461,234,59
2016-07-01,0.04846497218745147,0.055053506014721074,0.0029039581200129144,0.016947236890596754,3.9056606247347974,0.07820056054648582,0.37244851978906374,-0.8343135944043052,0.04958901338958176,237,60
2016-07-05,0.055144027136974354,0.0444386111644124,0.0031038054899490903,0.017464576621326014,2.8979707416250298,0.07987354315724533,0.5723607820096852,-0.4209019147627931,0.051193542298114264,208,53
2016-07-06,0.055297136694317794,0.051506296012154215,0.0030664699252801984,0.01885285048607081,3.17740135025994,0.07651209166409562,0.43419702010421696,-0.5388626908679008,0.0538691038790625,211,53
2016-07-07,0.053268555382350626,0.04276474077899422,0.003122390030695927,0.02041479129563404,2.970333017797006,0.0841986632845633,0.5997739755877006,-0.4921193343282848,0.048618412766247676,239,60
2016-07-08,0.04884023489365865,0.07868406188864698,0.0030267367812878572,0.01863012574993623,2.715033920219704,0.0802642081056681,0.5210304244025793,-0.4894998440710961,0.044658877040460926,235,59
2016-07-11,0.04807281522294081,0.046253733651810715,0.0033081194020521897,0.01818599856678744,2.4789372881889857,0.09968164045102965,1.0,-0.4662581638595993,0.04347886729903233,210,53
2016-07-12,0.05059196632263788,0.043270950252624375,0.0034044479656511963,0.02023448768052529,3.6039728875750883,0.09165189566800305,1.0,-0.4840189813897532,0.03453649865586544,214,54
2016-07-13,0.04984237570338138,0.040145986109711214,0.003391278658697837,0.018563015933909896,2.6528933818409133,0.10123285247921991,1.0,-0.4701463186209093,0.03787762757231749,207,52
2016-07-14,0.042987616066904856,0.04056692065720543,0.0034312,0.01788673750098552,3.311990560470949,0.09108616133683116,1.0,-0.48023876905835533,0.039077147417246334,220,56
2016-07-15,0.03924694252994204,0.04101460055074371,0.003306825857414259,0.018940001162860178,2.472620089168615,0.10364653802494773,1.0,-0.450990423832801,0.03698484430348509,219,55
2016-07-18,0.03929565473359769,0.03242875363395545,0.003243682540297207,0.01957070946739007,0.9352410328953833,0.17609996556779753,1.0,-0.4992442878076136,0.044788431791174914,226,57
2016-07-19,0.03849649210594547,0.03481651438038766,0.003569197489348055,0.019758885420996915,1.3918952194901086,0.13478623142209,1.0,-0.49520853677363286,0.0486767923906987,239,60
2016-07-20,0.04079410104626261,0.03193319038985334,0.0035162326127520143,0.01940429362723493,0.7807527200856575,0.18921071451043506,1.0,-0.5001300012514092,0.0512031732968102,240,61
2016-07-21,0.04598299814387372,0.038690798481788295,0.0034326390664637246,0.020538698556379537,0.9454917965464432,0.17417025719278162,1.0,-0.5226453151224745,0.05094523500548469,259,65
2016-07-22,0.04784838088726602,0.04196199797545176,0.003545149075342466,0.024418851566233253,0.8410011628052386,0.19565302510643431,1.0,-0.5106802295827134,0.04705106900679366,256,64
2016-07-25,0.0421444240917618,0.04555500074948767,0.003523377222277773,0.02628563246287926,0.783265793116524,0.20302138199069145,1.0,-0.5169770279062849,0.05215544732251237,219,55
2016-07-26,0.05169348227475443,0.054110201001225856,0.003263657119749279,0.025767562316213063,1.5641079195798973,0.12196843045960616,1.0,-0.5334694603171943,0.05695034053819061,216,55
2016-07-27,0.032095474242799724,0.04263656135919076,0.0032561728397402473,0.018232280837173362,2.877205999193058,0.07806447301775168,0.30780577559581945,-0.5721265345676793,0.023083745475509135,231,58
2016-07-28,0.033659441057119904,0.031241779030200322,0.002716103269182284,0.019828787282810144,2.9637199175126296,0.07716569579022521,0.2890525714027144,-0.594127574803787,0.026432304457628706,260,66
2016-07-29,0.03798739882969504,0.02978016555675428,0.0026921031506849315,0.0188147698325336,3.4459198503788877,0.07062723820114647,0.21094576869398504,-0.5510562156032021,0.024692100513721144,256,64
2016-08-01,0.03210444546237459,0.036800195734167804,0.0028780181506849315,0.018920947942159587,3.811538912087441,0.06593641774851024,0.17726211944936113,-0.7114086425363204,0.03365789471575101,243,61
2016-08-02,0.041869574362950385,0.03550922998198161,0.0033778475832684294,0.01912990827773961,3.510066983413755,0.07450194865522201,0.29976703307266517,-0.2588414949364349,0.023104732926546998,239,60
2016-08-03,0.03475971036547156,0.04043489571992166,0.0033192129710307655,0.021664456271942575,3.7406283045770796,0.07128959428569193,0.1656319549792857,-0.8028997832112532,0.03138849363008727,244,61
2016-08-04,0.030880500183709386,0.035918612712996754,0.003066026710284196,0.009534957686168417,3.853077856353227,0.06149812450369062,0.19033814519441813,-0.5354562734742483,0.0338031704330784,268,67
2016-08-05,0.027814922674345544,0.026900295164898606,0.00310171094297547,0.007157472784911592,3.1356596456438943,0.05910641883188796,0.1430098318311981,-0.5625858863984068,0.03988230941883288,275,69
2016-08-08,0.024821363772391174,0.03058986339170812,0.0034812839766186245,0.008401995938389023,2.716349205018515,0.06501026094902337,0.2517838150529458,-0.3702985780025512,0.03522948945103782,245,62
2016-08-09,0.0274588257276353,0.03457400545870341,0.003412144643255544,0.0074269145768278665,2.7672882262395104,0.0640567122218707,0.18430243271129101,-0.4279000608488804,0.03245926007157528,245,62
