Date,Close,High,Low,Open,Volume
2015-01-02,24.237548828125,24.705318351259162,23.798598610986176,24.694233092060063,212818400
2015-01-05,23.55474090576172,24.0868012739077,23.36852070716593,24.006992134117137,257142000
2015-01-06,23.556957244873047,23.81633609193056,23.19559874156603,23.619030641634858,263188400
2015-01-07,23.88727569580078,23.987036263456744,23.654498782772745,23.76534460966741,160423600
2015-01-08,24.805086135864258,24.86272645599909,24.097889015796888,24.215387046826162,237458000
2015-01-09,24.831687927246094,25.10658516317443,24.432642188500562,24.978003570537155,214798000
2015-01-12,24.219816207885742,24.969133482585438,24.120055627743543,24.962483002759065,198603200
2015-01-13,24.434860229492188,25.006825239793912,24.144444634403246,24.703106992143734,268367600
2015-01-14,24.341745376586914,24.494711474568152,24.05354553692245,24.173259238412005,195826400
2015-01-15,23.681106567382812,24.39938717877788,23.645636776033786,24.386086218443666,240056000
2015-01-16,23.49709701538086,23.849587610976112,23.321960412602127,23.727656529493125,314053200
2015-01-20,24.102317810058594,24.15774072566621,23.610162048843282,23.907228064640975,199599600
2015-01-21,24.286325454711914,24.62107869073436,24.00255866913812,24.153309086853763,194303600
2015-01-22,24.91814422607422,24.933662575431267,24.324010478532255,24.443724184160846,215185600
2015-01-23,25.046724319458008,25.217426152284684,24.72527039983578,24.89597392403558,185859200
2015-01-26,25.073331832885742,25.352663858509775,25.006825335319498,25.215214390675268,222460000
2015-01-27,24.19542694091797,24.93587794352709,24.17104072370978,24.922575294176113,382274800
2015-01-28,25.563264846801758,26.186219563325192,25.563264846801758,26.077589431824446,585908400
2015-01-29,26.359140396118164,26.423431184589887,25.61868932490351,25.78717547085102,337745600
2015-01-30,25.973400115966797,26.603003725613746,25.9046745395417,26.248297347546913,334982000
2015-02-02,26.299285888671875,26.418999610212815,25.733973065775352,26.1707059874969,250956400
2015-02-03,26.3037166595459,26.40125984300976,26.07315712262307,26.270462571181156,207662800
2015-02-04,26.50545883178711,26.7160669593945,26.228344209703778,26.27046617349994,280598800
2015-02-05,26.694639205932617,26.75918372529074,26.54106770476852,26.71244324385506,168984800
2015-02-06,26.469846725463867,26.763634579747894,26.363014006611284,26.71244351282826,174826400
2015-02-09,26.645675659179688,26.67238256646888,26.35856451948115,26.385273124818873,155559200
2015-02-10,27.157577514648438,27.1865122612424,26.743605174485186,26.74582961803202,248034000
2015-02-11,27.79412078857422,27.80302365774681,27.264412808170146,27.32450505252429,294247200
2015-02-12,28.145774841308594,28.3727937468732,27.947690683382778,28.056747852813622,297898000
2015-02-13,28.283767700195312,28.328280346900737,27.965497351910535,28.328280346900737,217088800
2015-02-17,28.450687408447266,28.684383005533768,28.248150997899188,28.375013885390867,252609600
2015-02-18,28.64877700805664,28.662130462538304,28.36611643583812,28.406178497331744,179566800
2015-02-19,28.58867645263672,28.717765476256087,28.56196954985219,28.59535317833285,149449600
2015-02-20,28.82237434387207,28.82237434387207,28.499653457078956,28.62651465154113,195793600
2015-02-23,29.601354598999023,29.601354598999023,28.857983050448208,28.9381071536277,283896400
2015-02-24,29.4166259765625,29.73489796822131,29.19405938517191,29.588003202840323,276912400
2015-02-25,28.66436004638672,29.28977524423886,28.521917512877202,29.280870675589455,298846800
2015-02-26,29.027132034301758,29.127286312902026,28.179153934805036,28.66434743367123,365150000
2015-02-27,28.59090805053711,29.060523730781554,28.54194312493081,28.933659133684255,248059200
2015-03-02,28.731124877929688,28.995979705716593,28.555298738023403,28.766736353081935,192386800
2015-03-03,28.791215896606445,28.826827368145587,28.508555359921896,28.702190613855443,151265200
2015-03-04,28.608707427978516,28.835726296270856,28.559745903539564,28.73334756867589,126665200
2015-03-05,28.134647369384766,28.65545244734505,27.98997872615739,28.61761652931516,226068400
2015-03-06,28.176923751831055,28.79343232327835,28.101251942951812,28.577542506814236,291368400
2015-03-09,28.29712677001953,28.83796555330403,27.83418768100126,28.479631374606683,354114000
2015-03-10,27.711767196655273,28.31492246485523,27.553745118097947,28.13464406642544,275426400
2015-03-11,27.20654296875,27.769636241841642,27.17760991964379,27.765185656613205,275756000
2015-03-12,27.698413848876953,27.79856984189361,27.070776078556776,27.2221214408066,193450800
2015-03-13,27.50700569152832,27.909852398243732,27.282214644751413,27.687285794905343,207309200
2015-03-16,27.809694290161133,27.809694290161133,27.34675708098747,27.57154811064619,143497200
2015-03-17,28.274866104125977,28.337184491538473,27.965498610864863,28.021140270775835,204092400
2015-03-18,28.593130111694336,28.746701602291754,28.125740611932834,28.265956952446786,261083600
2015-03-19,28.37725067138672,28.766742347268497,28.354994343803266,28.655459011302277,183238000
2015-03-20,28.021135330200195,28.577550133156368,27.856436521356393,28.544166501534818,274780400
2015-03-23,28.312700271606445,28.455142776311558,28.159128756389002,28.29267009034257,150838800
2015-03-24,28.196962356567383,28.497425221015355,28.168027612576598,28.317148521175586,131369200
2015-03-25,27.46027374267578,28.225903592078875,27.46027374267578,28.163585199322597,206620800
2015-03-26,27.65167999267578,27.794122512173175,27.286670824207608,27.32228230310634,190291600
2015-03-27,27.43132972717285,27.754050574155617,27.35565790850584,27.725117531379674,158184800
2015-03-30,28.12574005126953,28.132416777154006,27.59825663176819,27.60938564027451,188398800
2015-03-31,27.693958282470703,28.15244487179617,27.67837869054357,28.063417904477628,168362400
2015-04-01,27.65389633178711,27.84752985904948,27.397944436591516,27.780759208807787,162485600
2015-04-02,27.89204216003418,27.945457660759356,27.640542550157,27.82749765171919,128880400
2015-04-06,28.34385871887207,28.379470193137237,27.671708273578293,27.702867464536038,148776000
2015-04-07,28.04561424255371,28.515228147761338,28.038937517074427,28.40839714399641,140049200
2015-04-08,27.954374313354492,28.132428334312714,27.81415791803296,28.010015982647815,149316800
2015-04-09,28.16802978515625,28.172482068289785,27.745154582088954,28.010007694885584,129936000
2015-04-10,28.28821563720703,28.312698100017467,27.878693892102373,28.032263697492386,160752000
2015-04-13,28.232574462890625,28.615391006220108,28.179158951331196,28.57087496683167,145460400
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400
2015-04-15,28.216995239257812,28.294893215067187,28.045619692477185,28.13464667828012,115881600
2015-04-16,28.081228256225586,28.288215267615023,28.067874803248348,28.105710718716157,113476000
2015-04-17,27.765188217163086,28.074555709550506,27.700643688082796,27.94324220759483,207828000
2015-04-20,28.399497985839844,28.515231871372787,27.858661076767103,27.947688056895437,188217200
2015-04-21,28.245927810668945,28.533037228247775,28.192510604471984,28.510782606071622,129740400
2015-04-22,28.62652015686035,28.68216181687359,28.11461790356777,28.263737144871563,150618000
2015-04-23,28.860214233398438,29.027139204330012,28.519687564385798,28.555299039914537,183083600
2015-04-24,28.995981216430664,29.07388089787269,28.762285568201946,29.042721704515355,178103600
2015-04-27,29.523460388183594,29.63029480953917,29.189610462665815,29.44778855346286,387816800
2015-04-28,29.05829429626465,29.944108399445852,28.837955539227018,29.926306060290624,475696000
2015-04-29,28.630970001220703,29.287540854217855,28.55529816511329,28.969272216185253,253544400
2015-04-30,27.85420799255371,28.630964885927803,27.727345109119845,28.630964885927803,332781600
2015-05-01,28.69995880126953,28.962589122392625,27.88759217131115,28.06564441021307,234050400
2015-05-04,28.644319534301758,29.06052136811745,28.546389691051004,28.822373486021608,203953200
